Y,X
14738.5289,7031.307803
14763.28267,7022.276596
14957.17395,7037.88403
15052.84801,7026.66494
14515.71489,7029.353191
15910.84822,7037.574812
14000.95736,7034.879845
14267.51492,7042.419634
14500.79508,7035.415301
13679.45614,7029.491228
14770.2265,7037.179487
13675.68076,7047.770492
14364.21818,7037.015152
14825.81507,7047.33567
14890.03757,7047.023121
14872.63393,7040.4375
13979,7041
14107.1743,7054.666031
13834.57643,7055.582492
13782.75806,7043.801075
14192.53111,7054.647059
13732.90596,7056.549065
14048.84033,7062.126904
14219.64,7045.836
14284.92,7048.48
14780.56118,7050.983122
13916.4433,7056.228522
15134.31358,7061.727533
15495.86769,7062.355077
15876.104,7062.790222
14923.31467,7062.799228
14239.82323,7068.796601
14802.3125,7053.861111
13780.01131,7064.730443
14378.96802,7055.476744
14471.90663,7054.783133
14497.09649,7053.473684
14555.34407,7069.979167
14767.93333,7056.383333
14363.083,7059.782609
14412.49146,7072.267219
14328.03787,7078.266456
14716.25859,7075.113656
13804.80189,7064.146226
13977.63903,7079.024772
14502.25751,7066.412017
14483.81907,7076.41655
13901.93067,7071.802667
13934.78841,7071.869565
14860.85714,7082.551132
16254.12618,7079.694421
14134.48007,7085.116227
14374.86047,7073.800664
14999.72917,7078.094697
14932.35769,7083.426923
16287.22604,7080.304142
16009.00952,7081.863492
14822.05415,7077.794224
16330.27273,7093.221792
14831.26095,7093.316988
15822.13871,7090.952856
14639.67219,7099.609626
13715.72171,7094.095557
15146.64606,7089.398721
14174.62773,7103.032803
13867.0614,7092.766082
13882.37979,7092.254355
15125,7092.726351
13809.38244,7101.441926
14504.62761,7108.044505
14801.24731,7095.693548
14779.5,7098
14914.59057,7106.733119
13893.5708,7108.096239
14424.12356,7100.933908
16226.71901,7111.659155
14815.76033,7106.264463
15865.29627,7110.335872
13755.80514,7116.565451
16400.56034,7109.165138
14938.84608,7119.938069
16150.98957,7116.104334
13779.05325,7107.16568
14688.18182,7121.804196
15125.0901,7119.652096
14987.04623,7127.763609
15020.27836,7124.889182
15038.69382,7121.168539
13859.62952,7136.429064
15257.25299,7125.357784
15990.61006,7123.054507
15067.44812,7135.295254
15733.15,7130.854545
14837.55987,7136.34117
14667.9102,7128.257143
13985.49225,7136.795684
14313.94244,7139.551292
16242.63736,7147.827539
16450.03433,7135.261803
14901.75105,7154.269393
15156.45972,7136.990521
15178.59057,7158.685849
14724.176,7156.437779
15136.29084,7155.518681
15033.53691,7145.255034
15257.69595,7161.781836
13826.55952,7157.401786
14811.89518,7156.029745
15077.60489,7169.915669
13764.65439,7153.056657
16167.73944,7160.637827
15459.4329,7161.580952
14872.36061,7164.523232
15358.38703,7159.106695
13779.02956,7169.643678
14537.37219,7164.851337
14407.03972,7164.275177
13950.22231,7178.962025
15353.23464,7174.874302
14956.68345,7168.593525
15391.28506,7179.509225
14766.1204,7171.100334
14842.57647,7174.783529
15671.09274,7184.01371
16126.08532,7186.104437
14958.33075,7184.490683
16157.18657,7192.321828
15041.52816,7193.945557
14816.37597,7191.045543
16213.36186,7192.04401
15446.34025,7183.873444
16078.4325,7184.645
14126.26107,7190.282443
14774.09693,7193.624826
15286.02235,7204.210888
13820.01276,7201.809694
15109.30978,7203.928666
15238.16036,7211.439531
15348.66279,7202.407946
15463.33051,7195.576271
14510.6725,7195.401051
14996.44128,7192.391459
14872.9466,7210.768303
14158.61771,7197.684105
16355.51421,7208.210164
15008.78355,7199.030303
15147.41908,7214.852308
15200.44066,7217.658049
14958.33277,7218.523649
14841.76996,7215.854862
14933.28794,7207.20428
14975.22857,7203.873469
16536.14696,7213.39527
15416.06543,7220.492424
14898.34134,7218.079332
16266.33644,7222.640906
15325.61593,7219.9857
15021.71712,7224.686054
15439.17299,7217.530806
15079.8661,7226.045666
14592.38064,7228.226903
14510.13923,7231.362817
14692.92193,7224.672862
16463.15359,7243.35281
14983.92056,7227.38785
13998.25479,7226.622605
14032.58318,7230.926168
15380.4941,7248.635215
14919.73099,7250.236958
15513.6999,7249.399281
16493.27722,7243.625801
15135.64818,7254.000637
16429.82545,7248.829818
15097.1024,7256.535969
15229.79887,7243.240793
15044.34475,7253.26484
15471.5,7242
15565.77029,7255.668453
16533.28004,7256.100707
16599.29829,7257.354361
15305.41019,7260.208204
15444.36548,7256.113095
15340.81649,7260.707447
15165.38522,7259.598945
15267.66987,7261.833087
15199.86376,7258.144414
16359.4517,7253.96875
16568.19932,7287.822411
14370.53218,7270.256601
14970.21838,7273.624867
15234.98716,7292.746678
16624.8664,7276.421735
13905.09372,7276.642304
15066.28592,7284.153736
15420.05508,7278.885593
13880.20588,7271.886029
15197.54518,7286.562999
15460.25116,7271.869767
16222.04676,7281.599362
16338.35902,7281.059016
15279.75248,7283.321782
14021.2614,7290.710355
15335.64042,7298.464389
15497.48394,7298.081325
15387.13603,7291.82598
14470.57435,7289.947955
15470.8227,7289.375887
15964.79479,7288.905537
15538.96451,7302.899929
16033.14478,7295.358586
14173.51658,7299.611055
15268.08411,7304.98785
15564.18257,7291.539419
15366.18067,7298.590336
15419.63433,7309.544206
15574.4162,7316.381983
16665.77778,7308.376417
14516.30556,7318.784392
15056.38876,7320.146988
15323.02121,7324.83425
15453.826,7323.265199
16611.42641,7330.586657
15648.48372,7329.35612
16536.22752,7323.990249
15511.98854,7338.240728
15270.95739,7333.507576
15409.62474,7337.132115
15472.02632,7327.530702
16361.54591,7340.325062
14286.10131,7337.281287
15229.64837,7333.512195
15557.92031,7348.798701
15374.90012,7352.556638
15250.52066,7339.743802
15296.19052,7350.472414
16409.50548,7346.152485
16668.74384,7343.612004
14366.34627,7340.298507
14383.25305,7351.094658
15612.03508,7353.866601
16305.4524,7353.073729
15453.99636,7362.490291
15325.45557,7360.330215
16487.75,7348.131188
15684.39516,7351.568548
16502.82392,7349.890365
14307.49779,7355.783186
15665.84152,7359.809152
15499.69433,7370.050149
16643.05871,7356.240705
15715.41756,7361.219534
16706.92875,7355.312039
15766.10534,7367.384342
14261.07052,7371.183663
16673.45228,7370.711618
16717.27586,7362.704433
14824.04802,7362.889831
14846.8156,7368.895035
15418.75439,7386.984004
15260.16024,7371.590325
15346.64876,7364.404959
15126.50388,7379.736768
16589.94592,7378.279255
15600.03836,7386.910486
15651.24927,7383.756573
15572.46726,7392.630088
16328.37943,7391.407092
16777.30417,7380.214712
15692.02134,7389.048026
15802.12382,7389.103181
15486.51707,7397.217561
15727.8697,7394.39325
16716.88209,7408.83792
16380.36505,7393.53065
16526.39341,7391.249228
15539.90051,7402.925546
16799.3118,7404.239466
15629.14261,7402.710458
16668.06024,7391.216867
15459.35629,7405.405384
16644.58141,7409.874848
15756.8012,7416.86833
15289.2955,7418.470588
15694.7065,7422.684234
16448.70448,7418.016204
15784.88428,7418.518804
15360.8791,7423.754923
15508.44901,7426.474125
14761.38944,7422.519248
15841.8303,7428.139394
15554.91848,7437.582214
15591.31905,7418.595238
15447.8852,7430.790816
15627.58356,7437.917019
15319.3292,7439.38292
15807.93327,7436.685687
16613.75744,7437.819657
15419.5,7429
16826.89438,7443.06119
16477.5029,7443.296167
15222.9704,7441.182243
15476.6367,7438.88015
15707.6241,7456.955045
15781.8141,7457.546703
16769.01198,7452.285619
15883.85424,7454.184072
15852.91721,7465.806557
15752.52294,7460.674312
15451.49826,7455.908246
15923.20339,7460.277119
15237.691,7454.454988
16721.85311,7449.951977
15031.30833,7464.589126
16728.83772,7461.97807
16747.84496,7457.484496
15571.33727,7462.656168
16793.19629,7470.075195
15207.91922,7469.545068
15636.30605,7462.790036
16842.34274,7469.182796
15820.48725,7471.333576
16712.30065,7466.362745
15179.05978,7474.110436
15621.99222,7467.828794
16001.12712,7474.177966
15900.05465,7494.155018
16811.65297,7493.729614
15671.83601,7476.546624
15939.7575,7490.443873
15803.94175,7494.079612
16519.96774,7483.737903
15707.04762,7493.319481
15739.24134,7490.774069
16460.19038,7493.832636
15659.39823,7483.261062
16869.50401,7512.438523
16318.19456,7502.573034
16777.15845,7492.338028
14298.70575,7497.685841
16835,7509.577991
16666.01013,7496.220253
16035.87063,7503.963173
15970.92111,7517.469262
15789.8555,7518.281915
15844.60697,7512.209658
16648.42588,7503.735849
16750.34537,7515.059031
15694.52445,7519.83791
15626.91782,7513.023596
15754.34118,7527.885714
15874.81938,7507.127753
16191.99501,7514.810379
15236.22929,7519.859544
16957.53717,7517.422062
14205.05476,7516.030952
16725.55224,7517.587687
16784.12056,7524.411195
16943.70136,7513.683258
14301,7519.037915
15434.45331,7527.955674
15926.11305,7529.567096
16900.72016,7541.970606
16614.82064,7524.945854
16979.47096,7529.281566
15826.70326,7544.629408
15892.87691,7534.156489
16015.60389,7530.074719
15861.89776,7537.582294
16534.16487,7528.795699
15960.31881,7546.954128
16058.03284,7533.008955
16596.72512,7546.877651
14200.86026,7545
15256.76113,7544.677524
16935.36314,7553.761931
14902.4014,7552.486025
15977.43601,7568.323601
16053.17949,7551.556777
15860.93786,7565.452244
15797.11111,7555.90991
15893.64053,7563.376782
15783.9951,7563.720588
14654.8953,7569.682094
16056.35266,7573.978854
16742.35709,7572.391093
15928.92257,7575.829646
15727.52104,7576.280796
15813.95882,7576.372549
16014.28553,7574.492958
16654.93989,7577.439891
15583.05008,7582.022816
15018.24724,7575.015453
16931.5204,7596.77262
15640.49323,7580.537246
14285.91689,7583.455452
14994.55094,7589.01489
14817.13333,7586.285057
15895.56816,7590.309053
15845.24077,7593.26781
16093.16221,7592.607373
16825.79641,7587.858283
14501.5032,7599.959027
15041.63702,7608.558088
15619.80297,7604.778236
16023.18524,7595.133438
16070.28218,7589.816832
16627.11026,7589.617949
15437.88841,7590.030043
15450.72171,7593.853211
15673.47735,7595.297909
15988.38573,7604.330501
15946.40423,7604.893096
15872.6544,7612.712488
14532.85657,7607.169509
16825.44429,7610.192857
15804.4933,7618.889881
15902.0392,7623.473868
16032.32796,7618.8458
14346.24451,7608.101648
15926.93668,7615.606987
16122.0979,7609.158508
14333.45033,7631.465984
16008.22612,7637.020333
15015.53047,7610.569892
16985.2765,7634.936801
16374.47732,7625.583494
16085.55556,7613.796825
16105.19342,7614.958848
14404.56099,7627.01591
16801.55182,7615.988796
16898.79747,7617.526582
16050.69725,7617.885321
14355.59843,7622.555118
16077.89286,7627.904762
16062.47085,7625.511211
15931.10363,7643.156304
15955.61765,7633.890756
16302.0819,7638.028311
15970.54954,7647.907895
16144.78988,7642.908171
14865.0656,7644.417057
16093.81671,7649.470224
16050.94279,7650.036484
16202.88378,7647.811138
16906.0901,7648.279199
15134.86253,7654.899483
15212.66953,7658.407895
15893.40694,7652.987382
16800.95864,7648.574209
17022.22945,7670.355186
16170.89607,7664.737194
16817.45982,7659.11726
15062.11248,7663.65993
16876.47357,7669.782902
16121.11005,7655.086124
16021.58299,7676.452869
16054.24628,7676.657113
16127.37681,7679.647715
15760.48526,7678.187026
15990.48242,7680.91055
16089.65567,7692.889055
16224.46148,7684.267507
16736.45021,7680.611949
15959.19795,7686.692833
16324.13598,7684.842905
15423.48952,7688.567619
16433.24539,7696.321258
16159.97175,7693.342373
16191.2186,7681.325581
16970.6766,7688.861702
17047.055,7704.858397
15375.97373,7700.081356
16051.55842,7708.702509
16263.38287,7711.535433
16011.24716,7711.537528
16119.7451,7698.867647
16969.46419,7715.958108
16159.06399,7718.814534
16622.92282,7707.171141
16608.45518,7726.067663
16122.25041,7727.357964
16215.80143,7730.838834
16185.94849,7722.590452
17090.66607,7722.220249
16719.52709,7722.052709
14809.97703,7731.896626
16088.48366,7734.501401
17056.68227,7741.121511
16145.64798,7748.837316
16056.83291,7739.701005
17108.29317,7737.220884
16281.45827,7770.4076
14356.04435,7741.971175
16825.35338,7752.387604
16174.45439,7765.243604
16242.77795,7757.19429
14315.99116,7756.631492
17125.99957,7767.499146
15013.34224,7756.024666
16920.37778,7746.813333
16959.40921,7767.797604
14521.45706,7757.512465
15210.91929,7761.875696
16044.75965,7767.595047
16110.65558,7766.075874
16333.30741,7760.905764
16922.55941,7760.079208
17020.21541,7764.035801
16935.0913,7755
16080.97329,7769.229965
14716.63821,7774.576597
16402.64394,7776.686197
16320.269,7783.661037
15576.83692,7779.660394
16245.41017,7785.745628
16751.60128,7789.027476
17157.19922,7781.339844
16015.30401,7792.056559
16213.78498,7779.631399
16356.12982,7793.760386
16999.33207,7792.394687
16135.24274,7798.270085
16171.77902,7804.654685
16218.36243,7803.827957
17204.56772,7790.45245
17161.47192,7802.284729
15556.12716,7801.969828
15524.65762,7806.599825
15218.32485,7815.57899
17230.23464,7811.469274
17181.90625,7799.78125
16383.73843,7824.774963
15589.9901,7806.094059
16340.17925,7816.343666
16256.54154,7810.424615
15773.83684,7820.067985
16820.42473,7823.486943
16270.681,7824.232995
17047.73538,7828.27325
17207.83671,7845.019509
14622.63848,7819.877551
16200.32211,7835.460066
16308.53056,7835.146552
16420.30006,7846.307012
15754.76087,7831.673913
16238.08244,7847.623663
14550.22564,7839.101832
15696.576,7839.071273
16969.956,7828.356
16328.58862,7859.211287
14601.01667,7834.483333
16969.41481,7840.907407
16048.20283,7838.341981
17139.33767,7846.280716
17254.01951,7834.409756
17098.16106,7865.085664
17262.72375,7849.607431
16453.72101,7842.25
16280.45658,7858.845228
15360.70016,7861.878956
16633.97432,7865.318117
16371.79352,7866.871029
15682.90859,7873.521699
17233.42019,7885.53817
15274.80374,7867.383178
16446.51425,7877.954496
16131.63299,7878.561313
16255.45861,7881.562086
16513.3817,7880.691923
17062.31414,7885.605585
16588.36236,7885.520995
16387.13834,7897.447299
17174.39614,7889.229779
16298.02253,7899.066269
16348.81956,7900.309325
17264.82599,7905.295936
16416.84081,7907.540359
15824.93315,7901.740791
16503.76803,7918.012297
14790.52389,7908.957251
16466.92319,7905.317578
16537.23434,7925.53353
14458.90115,7911.406897
15071.24214,7921.751572
16333.25524,7932.804673
16435.86453,7932.440066
16467.368,7923.132
17251.06279,7933.160126
17228.88605,7928.835034
16284.05361,7926.508159
15393.11634,7930.519802
15236.69653,7948.503381
16395.70246,7940.257271
14444,7932
16468.43913,7935.578261
17305.50595,7936.083333
15111.72506,7936.922141
16478.32312,7956.23584
16585.36507,7955.797185
17219.01639,7944.331148
17269.50595,7952.996757
14695.08538,7951.478462
16508.52067,7955.92514
16355.5,7957.857374
16853.20588,7952.645588
15953.66931,7957.390167
15849.3401,7966.769802
17325.37822,7959.214851
16164.75164,7958.328689
15873.58807,7954.272727
16442.14424,7968.737927
14895.58635,7962.930918
16381.44948,7967.490933
15051.3034,7963.384304
16554.8,7971.465134
14495.55534,7963.51145
16402.8794,7979.407035
14588.4016,7979.542814
16605.20725,7976.671574
17359.12476,7991.390411
16912.0153,7978.500695
16516.71834,7991.839053
14898.46914,7981.91358
16469.14535,7999.315863
16658.15652,7987.628986
16553.9704,8005.866795
16592.17593,8004.590278
15197.87362,8000.532598
15874.33558,8002.30614
16621.98062,8007.029486
16379.08359,8006.216565
16091.41629,8003.881696
17258.85669,8010.494062
14856.36638,8008.95
16893.53598,8007.809963
17389.39094,8014.980591
16408.57678,8007.17603
16440.93296,8026.702833
16499.37143,8010.77619
15380.67763,8022.161644
16570.76819,8034.252961
16275.41517,8029.139953
16516.97976,8025.939271
16399.3844,8035.815319
14780.75532,8039.306991
15324.52711,8047.431023
16534.78021,8044.087566
16612.41371,8042.143026
17411.31757,8053.210224
14969.54583,8035.7
16588.08961,8056.038132
16497.77007,8050.796599
14806.66764,8042.460641
16456.2444,8053.275187
16659.39371,8063.136185
17354.6417,8054.354251
16548.25362,8061.485507
14757.5,8057
15998.57561,8065.673984
15522.70701,8070.04591
16501.99878,8088.131387
16447.29719,8078.214286
16365.01252,8071.055456
16614.95177,8078.22293
15367.52188,8079.80389
16240.10247,8079.14629
15041.5748,8069.65748
16574.88118,8087.296651
15060.78341,8070.695853
16541.01342,8086.437919
15818.13752,8081.235756
16468.42345,8092.666667
17426.84709,8088.252824
17331.41955,8080.583459
15048.19899,8084.536524
16202.43015,8095.441678
15342.56319,8082.346154
15491.61165,8082.808252
16700.63093,8086.841237
15997.00671,8095.799616
17454.9802,8123.332855
16719.87675,8097.059118
16796.54107,8092.489286
16627.38394,8111.485527
15194.09718,8099.112994
14606.01501,8106.270908
15566.16863,8098.786275
14750.65443,8103.101512
15546.07843,8092.495098
17342.97097,8107.019099
15542.62088,8103.840659
16528.41935,8106.308756
16955.24146,8111.045274
16579.33176,8116.571541
15021.10375,8114.2925
14895.55211,8121.044131
14974.75715,8121.503838
14925.84195,8124.829502
15107.12416,8125.352196
15564.71216,8125.811513
16729.21696,8130.896778
16530.35163,8135.164126
15535.65537,8129.201507
16645.30375,8126.423208
17397.40144,8133.764423
17117.1371,8138.194556
17094.11111,8135.563131
16587.64878,8145.163378
16674.29911,8150.633036
16789.32235,8155.156471
15230.83346,8154.758052
16618.3041,8156.962295
16701.00691,8157.180876
17492.92146,8154.819074
16417.39326,8166.108848
16557.95646,8172.279102
16641.40649,8176.784389
17375.53171,8175.534413
14884.18113,8173.820396
17311.90665,8178.006329
16720.13803,8182.529295
16678.72545,8188.257953
15852.37766,8188.134339
16163.64876,8187.290297
16601.64818,8191.87538
14828.65817,8189.434263
16806.46108,8184.698522
16758.67895,8192.243421
15571.1691,8193.426385
17416.01442,8200.43149
16569.50088,8207.042328
15185.59875,8195.191223
17388.56562,8208.219736
16698.38235,8203.691176
16797.6486,8211.48972
14935.26851,8207.775913
16541.18159,8209.744246
15073.78879,8210.95431
15194.22449,8210.096939
16722.84226,8216.82566
16634.76734,8226.119198
16602.06902,8224.808989
16668.18996,8218.442652
16101.21658,8214.216578
17542.66495,8223.7515
15345.21113,8225.027539
16821.67246,8223.892754
16687.08323,8230.42236
16782.31707,8225.573171
14841.40816,8230.006445
15374.70626,8240.651934
16866.40684,8237.459829
17387.42434,8240.784446
15441.31098,8232.539634
16731.053,8237.035336
15423.74905,8234
16652.1993,8253.749129
14904.19305,8243.620656
14814.94816,8260.31898
15184.99415,8250.91886
16821.35409,8242.933852
14858.72934,8245.162393
15436.1362,8246.405018
16699.85321,8256.520819
16262.90087,8253.56414
16760.53343,8251.389972
16793.03376,8259.300643
15277.49259,8261.191104
16019.58176,8259.792453
15653.35276,8270.966142
16739.29908,8273.773601
17496.39283,8271.940222
16961.72086,8272.450539
16862.9242,8278.92293
16671.673,8279.697257
